Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.accelerometer,1524420993045,2618725945312,-0.076614454,1.2449849,9.586384
android.sensor.accelerometer,1524420993054,2618745937500,-0.095768064,1.283292,9.595961
android.sensor.accelerometer,1524420993074,2618765959375,-0.076614454,1.2641385,9.682152
android.sensor.accelerometer,1524420993094,2618785951562,-0.009576807,1.2258313,9.892841
android.sensor.accelerometer,1524420993114,2618805940625,0.05746084,1.1875241,10.036493
android.sensor.accelerometer,1524420993134,2618825932812,0.019153614,1.2737153,9.768343
android.sensor.accelerometer,1524420993154,2618845954687,-0.08619126,1.3311762,9.615114
android.sensor.accelerometer,1524420993174,2618865945312,-0.05746084,1.3311762,9.624691
android.sensor.accelerometer,1524420993194,2618885935937,0.009576807,1.3311762,9.739613
android.sensor.accelerometer,1524420993214,2618905959375,-0.047884032,1.388637,9.816227
android.sensor.accelerometer,1524420993234,2618925950000,-0.05746084,1.3694834,9.911995
android.sensor.accelerometer,1524420993254,2618945940625,-0.12449849,1.3311762,9.9790325
android.sensor.accelerometer,1524420993274,2618965931250,-0.20111294,1.2545617,10.036493
android.sensor.accelerometer,1524420993294,2618985953125,-0.9672575,1.4556746,10.400413
android.sensor.accelerometer,1524420993314,2619005943750,-3.8307228,2.6527755,10.668563
android.sensor.accelerometer,1524420993334,2619025935937,-8.283937,4.146757,10.352529
android.sensor.accelerometer,1524420993354,2619045957812,-12.497733,5.8322754,8.6095495
android.sensor.accelerometer,1524420993374,2619065948437,-14.700398,6.090849,7.642292
android.sensor.accelerometer,1524420993394,2619085940625,-13.694834,4.2999864,7.28795
android.sensor.accelerometer,1524420993414,2619105931250,-9.356541,1.934515,6.3111157
android.sensor.accelerometer,1524420993434,2619125953125,1.3311762,0.22984336,6.5505357
android.sensor.accelerometer,1524420993454,2619145943750,21.509508,-6.445191,7.9583263
android.sensor.accelerometer,1524420993474,2619165934375,37.474045,-18.55985,12.603078
android.sensor.accelerometer,1524420993494,2619185956250,34.744656,-19.201498,26.364948
android.sensor.accelerometer,1524420993514,2619205946875,16.941372,-13.158532,29.850906
android.sensor.accelerometer,1524420993534,2619225939062,-1.7046716,-5.746084,18.760965
android.sensor.accelerometer,1524420993554,2619245960937,-17.870321,3.3901896,9.442732
android.sensor.accelerometer,1524420993574,2619265951562,-27.11194,10.457873,5.1140146
android.sensor.accelerometer,1524420993594,2619285943750,-28.01216,10.783484,1.6376339
android.sensor.accelerometer,1524420993614,2619305932812,-22.859838,7.422025,-2.2888567
android.sensor.accelerometer,1524420993634,2619325956250,-15.179238,3.715801,-3.4859576
android.sensor.accelerometer,1524420993654,2619345946875,-6.0046577,1.9057846,-1.2354081
android.sensor.accelerometer,1524420993674,2619365939062,7.4986396,-2.6719291,2.3558946
android.sensor.accelerometer,1524420993694,2619385959375,17.03714,-7.9487495,10.611102
android.sensor.accelerometer,1524420993714,2619405951562,18.330008,-9.576807,23.760057
android.sensor.accelerometer,1524420993734,2619425942187,14.231135,-7.747637,30.435093
android.sensor.accelerometer,1524420993754,2619445932812,10.726024,-5.707777,23.874979
android.sensor.accelerometer,1524420993774,2619465954687,5.5641246,-3.1124623,14.757859
android.sensor.accelerometer,1524420993794,2619485945312,-2.087744,1.733402,9.758766
android.sensor.accelerometer,1524420993814,2619505937500,-7.3549876,4.960786,6.83784
android.sensor.accelerometer,1524420993834,2619525959375,-7.422025,4.865018,4.960786
android.sensor.accelerometer,1524420993854,2619545950000,-6.3685765,3.8977604,4.1276035
android.sensor.accelerometer,1524420993874,2619565940625,-5.2959743,3.466804,5.6215854
android.sensor.accelerometer,1524420993894,2619585931250,-4.9320555,3.41892,7.1155677
android.sensor.accelerometer,1524420993914,2619605953125,-3.4859576,3.074155,7.5944076
android.sensor.accelerometer,1524420993934,2619625943750,-1.283292,1.4460979,8.772355
android.sensor.accelerometer,1524420993954,2619645935937,0.24899697,0.076614454,10.01734
android.sensor.accelerometer,1524420993974,2619665957812,1.7142484,-0.08619126,8.829816
android.sensor.accelerometer,1524420993994,2619685948437,0.92895025,1.0247183,9.500193
android.sensor.accelerometer,1524420994014,2619705939062,-1.6280571,2.327164,12.038046
android.sensor.accelerometer,1524420994034,2619725931250,-0.5650316,2.0685902,11.444284
android.sensor.accelerometer,1524420994054,2619745953125,0.81402856,1.13964,10.189722
